year,state_fips_code,asd_code,asd_desc,BARLEY,BEANS,CANOLA,CHICKPEAS,CORN,COTTON,FLAXSEED,LENTILS,MUSTARD,OATS,PEANUTS,PEAS,POTATOES,RICE,RYE,SAFFLOWER,SORGHUM,SOYBEANS,SUGARBEETS,SUNFLOWER,SWEET CORN,SWEET POTATOES,TOMATOES,WHEAT
1980,01,10,NORTHERN VALLEY,NA,NA,NA,NA,22000,32800,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA,2400,108000,NA,NA,NA,NA,NA,16000
1980,01,20,MOUNTAINS & EASTERN VALLEY,NA,NA,NA,NA,58000,140600,NA,NA,NA,2600,NA,NA,NA,NA,NA,NA,4000,443000,NA,NA,NA,NA,NA,63000
1980,01,21,HISTORIC DISTRICT 21,NA,NA,NA,NA,27000,13200,NA,NA,NA,2600,NA,NA,NA,NA,NA,NA,1700,100000,NA,NA,NA,NA,NA,19000
1980,01,30,UPPER PLAINS & PIEDMONT,NA,NA,NA,NA,59000,21400,NA,NA,NA,3600,NA,NA,NA,NA,NA,NA,8000,240000,NA,NA,NA,NA,NA,21000
1980,01,40,BLACK BELT,NA,NA,NA,NA,16000,19200,NA,NA,NA,8800,NA,NA,NA,NA,NA,NA,3800,240000,NA,NA,NA,NA,NA,34000
1980,01,50,COASTAL PLAINS & GULF COAST,NA,NA,NA,NA,47000,60000,NA,NA,NA,17600,NA,NA,NA,NA,NA,NA,5500,319000,NA,NA,NA,NA,NA,37000
1980,01,60,WIREGRASS,NA,NA,NA,NA,22000,18700,NA,NA,NA,4800,NA,NA,NA,NA,NA,NA,2800,128000,NA,NA,NA,NA,NA,11000
1980,01,70,HISTORIC DISTRICT 70,NA,NA,NA,NA,61000,2040,NA,NA,NA,24000,NA,NA,NA,NA,NA,NA,2600,199000,NA,NA,NA,NA,NA,25000
1980,01,80,HISTORIC DISTRICT 80,NA,NA,NA,NA,74000,11900,NA,NA,NA,16100,NA,NA,NA,NA,NA,NA,3200,202000,NA,NA,NA,NA,NA,59000
1980,01,90,HISTORIC DISTRICT 90,NA,NA,NA,NA,154000,5160,NA,NA,NA,7900,NA,NA,NA,NA,NA,NA,31000,221000,NA,NA,NA,NA,NA,40000
1980,04,20,NORTHERN,2200,NA,NA,NA,9500,5950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2700,NA,NA,NA,NA,NA,NA,9000
1980,04,50,CENTRAL,43000,NA,NA,NA,8000,399050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13500,NA,9100,NA,NA,NA,NA,162500
1980,04,70,SOUTHWESTERN,8000,NA,NA,NA,NA,114750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4000,NA,200,NA,NA,NA,NA,38000
1980,04,90,SOUTHEASTERN,6800,NA,NA,NA,32500,72550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14800,NA,100,NA,NA,NA,NA,15500
1980,05,10,NORTHWEST,NA,NA,NA,NA,3300,NA,NA,NA,NA,1100,NA,NA,NA,NA,NA,NA,1500,2100,NA,NA,NA,NA,NA,1600
1980,05,20,NORTH CENTRAL,NA,NA,NA,NA,3200,NA,NA,NA,NA,1800,NA,NA,NA,NA,NA,NA,3000,5400,NA,NA,NA,NA,NA,1200
1980,05,30,NORTHEAST,NA,NA,NA,NA,23000,261500,NA,NA,NA,4500,NA,NA,NA,475000,NA,NA,209000,1560000,NA,NA,NA,NA,NA,385000
1980,05,40,WEST CENTRAL,NA,NA,NA,NA,3600,NA,NA,NA,NA,4800,NA,NA,NA,4000,NA,NA,7000,84000,NA,NA,NA,NA,NA,15000
1980,05,50,CENTRAL,NA,NA,NA,NA,3700,2600,NA,NA,NA,4200,NA,NA,NA,19000,NA,NA,3500,148000,NA,NA,NA,NA,NA,32500
1980,05,60,EAST CENTRAL,NA,NA,NA,NA,10000,170000,NA,NA,NA,26700,NA,NA,NA,566000,NA,NA,32000,2085000,NA,NA,NA,NA,NA,352000
1980,05,70,SOUTHWEST,NA,NA,NA,NA,3300,14400,NA,NA,NA,3800,NA,NA,NA,13000,NA,NA,12000,155000,NA,NA,NA,NA,NA,52000
1980,05,80,SOUTH CENTRAL,NA,NA,NA,NA,4300,2500,NA,NA,NA,2800,NA,NA,NA,5000,NA,NA,1000,50500,NA,NA,NA,NA,NA,5700
1980,05,90,SOUTHEAST,NA,NA,NA,NA,5600,249000,NA,NA,NA,6300,NA,NA,NA,218000,NA,NA,6000,710000,NA,NA,NA,NA,NA,105000
1980,06,10,NORTHERN COAST,1000,300,NA,NA,2500,NA,NA,NA,NA,1300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1980,06,20,SISKIYOU-SHASTA,41500,NA,NA,NA,500,NA,NA,NA,NA,14500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20500
1980,06,30,NORTHEAST,28100,NA,NA,NA,600,NA,NA,NA,NA,12500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11500
1980,06,40,CENTRAL COAST,174400,9800,NA,3300,8300,NA,NA,NA,NA,98800,NA,NA,NA,NA,NA,NA,2300,NA,23300,NA,NA,NA,NA,84000
1980,06,50,SACRAMENTO VALLEY,90700,76000,NA,500,153500,NA,NA,NA,NA,60600,NA,NA,NA,508200,NA,NA,79100,NA,61400,NA,NA,NA,NA,461000
1980,06,51,SAN JOAQUIN VALLEY,406300,105100,NA,NA,281100,1430000,NA,NA,NA,98500,NA,NA,NA,50800,NA,NA,65000,NA,106400,NA,NA,NA,NA,453000
1980,06,60,SIERRA MOUNTAINS,1300,NA,NA,NA,100,NA,NA,NA,NA,12900,NA,NA,NA,10000,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000
1980,06,80,SOUTHERN CALIFORNIA,56700,13800,NA,4200,3400,117100,NA,NA,NA,50900,NA,NA,NA,NA,NA,NA,13500,NA,39900,NA,NA,NA,NA,195000
1980,06,98,"OTHER DISTRICTS, ALL COUNTIES",NA,NA,NA,NA,NA,3000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5100,NA,3000,NA,NA,NA,NA,NA
1980,08,10,NORTHWEST AND MOUNTAIN,9000,NA,NA,NA,500,NA,NA,NA,NA,6000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74500
1980,08,20,NORTHEAST,64000,61200,NA,NA,414000,NA,NA,NA,NA,30000,NA,NA,5600,NA,NA,NA,13000,NA,66800,NA,NA,NA,NA,638000
1980,08,60,EAST CENTRAL,39000,45800,NA,NA,423000,NA,NA,NA,NA,16000,NA,NA,NA,NA,NA,NA,190000,NA,27200,NA,NA,NA,NA,2202500
1980,08,70,SOUTHWEST,27000,95400,NA,NA,48200,NA,NA,NA,NA,13000,NA,NA,NA,NA,NA,NA,1000,NA,NA,NA,NA,NA,NA,90300
1980,08,80,SAN LUIS VALLEY,107000,NA,NA,NA,300,NA,NA,NA,NA,16000,NA,NA,37000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36000
1980,08,90,SOUTHEAST,19000,17600,NA,NA,84000,NA,NA,NA,NA,19000,NA,NA,NA,NA,NA,NA,286000,NA,NA,NA,NA,NA,NA,512700
1980,08,98,"OTHER DISTRICTS, ALL COUNTIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1980,10,20,NORTHERN,2100,NA,NA,NA,49400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29200,NA,NA,NA,NA,NA,4700
1980,10,50,CENTRAL,9800,NA,NA,NA,57300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76900,NA,NA,NA,NA,NA,14100
1980,10,80,SOUTHERN,21100,NA,NA,NA,83300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158900,NA,NA,NA,NA,NA,14200
1980,12,10,NORTHWEST,NA,NA,NA,NA,130000,6000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,379000,NA,NA,NA,NA,NA,NA
1980,12,30,NORTHEAST,NA,NA,NA,NA,168000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43000,NA,NA,NA,NA,NA,NA
1980,12,50,CENTRAL,NA,NA,NA,NA,82000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48000,NA,NA,NA,NA,NA,NA
1980,12,80,SOUTHERN,NA,NA,NA,NA,27000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5000,NA,NA,NA,NA,NA,NA
1980,13,10,NORTHWEST,NA,NA,NA,NA,19730,2790,NA,NA,NA,3200,NA,NA,NA,NA,6300,NA,7100,114500,NA,NA,NA,NA,NA,12700
1980,13,20,NORTH CENTRAL,NA,NA,NA,NA,22310,997,NA,NA,NA,3200,NA,NA,NA,NA,5600,NA,11500,59500,NA,NA,NA,NA,NA,19210
1980,13,30,NORTHEAST,NA,NA,NA,NA,14460,2758,NA,NA,NA,6600,NA,NA,NA,NA,6200,NA,17000,78500,NA,NA,NA,NA,NA,34500
1980,13,40,WEST CENTRAL,NA,NA,NA,NA,54540,4290,NA,NA,NA,9000,NA,NA,NA,NA,27000,NA,12000,163500,NA,NA,NA,NA,NA,52300
1980,13,50,CENTRAL,NA,NA,NA,NA,189200,36091,NA,NA,NA,32000,NA,NA,NA,NA,84000,NA,22500,390500,NA,NA,NA,NA,NA,166100
1980,13,60,EAST CENTRAL,NA,NA,NA,NA,208150,27016,NA,NA,NA,24000,NA,NA,NA,NA,94000,NA,9500,535500,NA,NA,NA,NA,NA,86100
1980,13,70,SOUTHWEST,NA,NA,NA,NA,431380,14951,NA,NA,NA,49000,NA,NA,NA,NA,94000,NA,42000,323500,NA,NA,NA,NA,NA,189600
1980,13,80,SOUTH CENTRAL,NA,NA,NA,NA,466560,80322,NA,NA,NA,19000,NA,NA,NA,NA,115000,NA,21000,397500,NA,NA,NA,NA,NA,73100
1980,13,90,SOUTHEAST,NA,NA,NA,NA,193670,785,NA,NA,NA,4000,NA,NA,NA,NA,17900,NA,7400,137000,NA,NA,NA,NA,NA,26200
1980,16,10,NORTH,153500,NA,NA,NA,400,NA,NA,NA,NA,20800,NA,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,409700
1980,16,70,SOUTHWEST,65300,NA,NA,NA,71400,NA,NA,NA,NA,12200,NA,NA,23000,NA,NA,NA,NA,NA,46700,NA,NA,NA,NA,132300
1980,16,80,SOUTH CENTRAL,149400,NA,NA,NA,57200,NA,NA,NA,NA,9900,NA,NA,70800,NA,NA,NA,NA,NA,77700,NA,NA,NA,NA,305900
1980,16,90,EAST,531800,NA,NA,NA,17000,NA,NA,NA,NA,19100,NA,NA,200800,NA,NA,NA,NA,NA,15000,NA,NA,NA,NA,787100
1980,17,10,NORTHWEST,850,NA,NA,NA,2112300,NA,NA,NA,NA,123900,NA,NA,NA,NA,NA,NA,700,642200,NA,NA,NA,NA,NA,32700
1980,17,20,NORTHEAST,950,NA,NA,NA,1311400,NA,NA,NA,NA,35800,NA,NA,NA,NA,NA,NA,700,863900,NA,NA,NA,NA,NA,52100
1980,17,30,WEST,550,NA,NA,NA,1132300,NA,NA,NA,NA,36700,NA,NA,NA,NA,NA,NA,1800,785100,NA,NA,NA,NA,NA,122100
1980,17,40,CENTRAL,400,NA,NA,NA,1763700,NA,NA,NA,NA,19200,NA,NA,NA,NA,NA,NA,700,1204200,NA,NA,NA,NA,NA,64800
1980,17,50,EAST,400,NA,NA,NA,1713600,NA,NA,NA,NA,16800,NA,NA,NA,NA,NA,NA,600,1436400,NA,NA,NA,NA,NA,39700
1980,17,60,WEST SOUTHWEST,950,NA,NA,NA,1332800,NA,NA,NA,NA,15200,NA,NA,NA,NA,NA,NA,6900,1386200,NA,NA,NA,NA,NA,327500
1980,17,70,EAST SOUTHEAST,700,NA,NA,NA,1346400,NA,NA,NA,NA,16100,NA,NA,NA,NA,NA,NA,14800,1597200,NA,NA,NA,NA,NA,376300
1980,17,80,SOUTHWEST,1200,NA,NA,NA,455900,NA,NA,NA,NA,12100,NA,NA,NA,NA,NA,NA,40000,735500,NA,NA,NA,NA,NA,352700
1980,17,90,SOUTHEAST,1000,NA,NA,NA,531600,NA,NA,NA,NA,4200,NA,NA,NA,NA,NA,NA,33800,749300,NA,NA,NA,NA,NA,232100
1980,18,10,NORTHWEST,NA,NA,NA,NA,996500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,667900,NA,NA,NA,NA,NA,73700
1980,18,20,NORTH CENTRAL,NA,NA,NA,NA,857700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,495100,NA,NA,NA,NA,NA,134200
1980,18,30,NORTHEAST,NA,NA,NA,NA,637000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1100,545400,NA,NA,NA,NA,NA,200200
1980,18,40,WEST CENTRAL,NA,NA,NA,NA,768100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4200,548600,NA,NA,NA,NA,NA,97400
1980,18,50,CENTRAL,NA,NA,NA,NA,1291800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1400,950500,NA,NA,NA,NA,NA,187500
1980,18,60,EAST CENTRAL,NA,NA,NA,NA,465200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,800,431400,NA,NA,NA,NA,NA,127800
1980,18,70,SOUTHWEST,NA,NA,NA,NA,867500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2800,506600,NA,NA,NA,NA,NA,238200
1980,18,80,SOUTH CENTRAL,NA,NA,NA,NA,307100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1700,107200,NA,NA,NA,NA,NA,51300
1980,18,90,SOUTHEAST,NA,NA,NA,NA,259100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,147300,NA,NA,NA,NA,NA,39700
1980,19,10,NORTHWEST,NA,NA,NA,NA,2033000,NA,NA,NA,NA,165000,NA,NA,NA,NA,NA,NA,3100,1403000,NA,NA,NA,NA,NA,3600
1980,19,20,NORTH CENTRAL,NA,NA,NA,NA,1793000,NA,NA,NA,NA,106000,NA,NA,NA,NA,NA,NA,900,1395000,NA,NA,NA,NA,NA,3200
1980,19,30,NORTHEAST,NA,NA,NA,NA,1597000,NA,NA,NA,NA,273000,NA,NA,NA,NA,NA,NA,500,564000,NA,NA,NA,NA,NA,2900
1980,19,40,WEST CENTRAL,NA,NA,NA,NA,2107000,NA,NA,NA,NA,187000,NA,NA,NA,NA,NA,NA,7400,1139000,NA,NA,NA,NA,NA,11700
1980,19,50,CENTRAL,NA,NA,NA,NA,1967000,NA,NA,NA,NA,125000,NA,NA,NA,NA,NA,NA,1400,1343000,NA,NA,NA,NA,NA,1900
1980,19,60,EAST CENTRAL,NA,NA,NA,NA,1554000,NA,NA,NA,NA,155000,NA,NA,NA,NA,NA,NA,2900,608000,NA,NA,NA,NA,NA,3100
1980,19,70,SOUTHWEST,NA,NA,NA,NA,1144000,NA,NA,NA,NA,101000,NA,NA,NA,NA,NA,NA,5900,724000,NA,NA,NA,NA,NA,29800
1980,19,80,SOUTH CENTRAL,NA,NA,NA,NA,720000,NA,NA,NA,NA,100000,NA,NA,NA,NA,NA,NA,6600,472000,NA,NA,NA,NA,NA,13800
1980,19,90,SOUTHEAST,NA,NA,NA,NA,1085000,NA,NA,NA,NA,88000,NA,NA,NA,NA,NA,NA,1300,652000,NA,NA,NA,NA,NA,30000
1980,20,10,NORTHWEST,2600,16900,NA,NA,198700,NA,NA,NA,NA,6700,NA,NA,NA,NA,4400,NA,212000,6800,14350,NA,NA,NA,NA,1340000
1980,20,20,WEST CENTRAL,5600,4900,NA,NA,148300,NA,NA,NA,NA,2900,NA,NA,NA,NA,3200,NA,232000,3200,1650,NA,NA,NA,NA,1450000
1980,20,30,SOUTHWEST,14100,3200,NA,NA,471200,NA,NA,NA,NA,8000,NA,NA,NA,NA,9600,NA,871000,28000,NA,NA,NA,NA,NA,2200000
1980,20,40,NORTH CENTRAL,2700,NA,NA,NA,118000,NA,NA,NA,NA,16600,NA,NA,NA,NA,3700,NA,666000,62000,NA,NA,NA,NA,NA,1545000
1980,20,50,CENTRAL,5800,NA,NA,NA,61300,NA,NA,NA,NA,24900,NA,NA,NA,NA,10600,NA,544000,44200,NA,NA,NA,NA,NA,1975000
1980,20,60,SOUTH CENTRAL,15900,NA,NA,NA,107000,NA,NA,NA,NA,24300,NA,NA,NA,NA,20900,NA,639000,83000,NA,NA,NA,NA,NA,2950000
1980,20,70,NORTHEAST,2500,NA,NA,NA,307900,NA,NA,NA,NA,22500,NA,NA,NA,NA,2800,NA,495000,352900,NA,NA,NA,NA,NA,365000
1980,20,80,EAST CENTRAL,3300,NA,NA,NA,207800,NA,NA,NA,NA,30500,NA,NA,NA,NA,2200,NA,416000,479000,NA,NA,NA,NA,NA,425000
1980,20,90,SOUTHEAST,7500,NA,NA,NA,79800,NA,NA,NA,NA,38600,NA,NA,NA,NA,2600,NA,425000,490900,NA,NA,NA,NA,NA,750000
1980,21,10,PURCHASE,2800,NA,NA,NA,215000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33000,547000,NA,NA,NA,NA,NA,124800
1980,21,20,MIDWESTERN,20200,NA,NA,NA,571000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,849000,NA,NA,NA,NA,NA,169500
1980,21,30,CENTRAL,7000,NA,NA,NA,475000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3000,191000,NA,NA,NA,NA,NA,94100
1980,21,40,NORTHERN,900,NA,NA,NA,62000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,14000,NA,NA,NA,NA,NA,9500
1980,21,50,BLUEGRASS,1300,NA,NA,NA,234000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,32000,NA,NA,NA,NA,NA,45600
1980,21,60,EASTERN OR MOUNTAIN,800,NA,NA,NA,93000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,17000,NA,NA,NA,NA,NA,6500
1980,22,10,NORTHWEST,NA,NA,NA,NA,2400,36640,NA,NA,NA,NA,NA,NA,NA,900,NA,NA,7300,95500,NA,NA,NA,NA,NA,14050
1980,22,20,NORTH CENTRAL,NA,NA,NA,NA,2050,40000,NA,NA,NA,NA,NA,NA,NA,8200,NA,NA,1600,47000,NA,NA,NA,NA,NA,4050
1980,22,30,NORTHEAST,NA,NA,NA,NA,5600,444750,NA,NA,NA,NA,NA,NA,NA,88100,NA,NA,10600,925000,NA,NA,NA,NA,NA,35600
1980,22,40,WEST CENTRAL,NA,NA,NA,NA,2050,14500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1700,86000,NA,NA,NA,NA,NA,2600
1980,22,50,CENTRAL,NA,NA,NA,NA,13100,32950,NA,NA,NA,NA,NA,NA,NA,90700,NA,NA,5700,1335000,NA,NA,NA,NA,NA,18250
1980,22,60,EAST CENTRAL,NA,NA,NA,NA,16850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2800,58000,NA,NA,NA,NA,NA,7150
1980,22,70,SOUTHWEST,NA,NA,NA,NA,1850,NA,NA,NA,NA,NA,NA,NA,NA,407000,NA,NA,2300,704000,NA,NA,NA,NA,NA,6000
1980,22,80,SOUTH CENTRAL,NA,NA,NA,NA,5300,NA,NA,NA,NA,NA,NA,NA,NA,18200,NA,NA,NA,154500,NA,NA,NA,NA,NA,7900
1980,22,90,SOUTHEAST,NA,NA,NA,NA,800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45000,NA,NA,NA,NA,NA,4400
1980,22,98,"OTHER DISTRICTS, ALL COUNTIES",NA,NA,NA,NA,NA,1160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1980,24,10,WESTERN,400,NA,NA,NA,12400,NA,NA,NA,NA,4800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500
1980,24,20,NORTH CENTRAL,29800,NA,NA,NA,316300,NA,NA,NA,NA,14000,NA,NA,NA,NA,NA,NA,NA,18900,NA,NA,NA,NA,NA,39800
1980,24,30,UPPER EASTERN SHORE,32900,NA,NA,NA,251700,NA,NA,NA,NA,1400,NA,NA,NA,NA,NA,NA,NA,176000,NA,NA,NA,NA,NA,39500
1980,24,80,SOUTHERN,3400,NA,NA,NA,58300,NA,NA,NA,NA,1300,NA,NA,NA,NA,NA,NA,NA,35100,NA,NA,NA,NA,NA,7800
1980,24,90,LOWER EASTERN SHORE,16500,NA,NA,NA,111300,NA,NA,NA,NA,500,NA,NA,NA,NA,NA,NA,NA,170000,NA,NA,NA,NA,NA,12400
1980,26,10,UPPER PENINSULA,7520,2340,NA,NA,21200,NA,NA,NA,NA,27000,NA,NA,4500,NA,NA,NA,NA,240,NA,NA,NA,NA,NA,1640
1980,26,20,NORTHWEST,470,5020,NA,NA,65300,NA,NA,NA,NA,15300,NA,NA,3600,NA,NA,NA,NA,560,NA,NA,NA,NA,NA,7260
1980,26,30,NORTHEAST,1490,13930,NA,NA,43500,NA,NA,NA,NA,34000,NA,NA,3500,NA,NA,NA,NA,1300,NA,NA,NA,NA,NA,13200
1980,26,40,WEST CENTRAL,170,980,NA,NA,88400,NA,NA,NA,NA,8400,NA,NA,300,NA,NA,NA,NA,1400,NA,NA,NA,NA,NA,12900
1980,26,50,CENTRAL,2250,202950,NA,NA,273100,NA,NA,NA,NA,37300,NA,NA,12000,NA,NA,NA,NA,82000,7610,NA,NA,NA,NA,86200
1980,26,60,EAST CENTRAL,7170,580800,NA,NA,507400,NA,NA,NA,NA,68000,NA,NA,9500,NA,NA,NA,NA,183000,87300,NA,NA,NA,NA,206000
1980,26,70,SOUTHWEST,920,3270,NA,NA,510400,NA,NA,NA,NA,33500,NA,NA,2800,NA,NA,NA,NA,84500,NA,NA,NA,NA,NA,67800
1980,26,80,SOUTH CENTRAL,1320,121120,NA,NA,904000,NA,NA,NA,NA,77000,NA,NA,2200,NA,NA,NA,NA,303000,240,NA,NA,NA,NA,247000
1980,26,90,SOUTHEAST,1690,46590,NA,NA,536700,NA,NA,NA,NA,54500,NA,NA,6100,NA,NA,NA,NA,324000,3850,NA,NA,NA,NA,178000
1980,27,10,NORTHWEST,652500,NA,NA,NA,151900,NA,79000,NA,NA,241700,NA,NA,47600,NA,18600,NA,NA,41500,167300,580400,NA,NA,NA,2012800
1980,27,20,NORTH CENTRAL,15800,NA,NA,NA,35200,NA,7900,NA,NA,55800,NA,NA,600,NA,1900,NA,NA,900,NA,5900,NA,NA,NA,31200
1980,27,30,NORTHEAST,1800,NA,NA,NA,900,NA,700,NA,NA,7400,NA,NA,NA,NA,200,NA,NA,NA,NA,100,NA,NA,NA,1100
1980,27,40,WEST CENTRAL,204500,NA,NA,NA,1102300,NA,22200,NA,NA,379700,NA,NA,NA,NA,14600,NA,NA,853400,58400,275800,5200,NA,NA,1021400
1980,27,50,CENTRAL,9500,NA,NA,NA,1504400,NA,800,NA,NA,390000,NA,NA,3500,NA,28200,NA,NA,798500,26100,19300,31100,NA,NA,262600
1980,27,60,EAST CENTRAL,2700,NA,NA,NA,330500,NA,500,NA,NA,93900,NA,NA,1300,NA,13500,NA,NA,85800,NA,6900,200,NA,NA,10600
1980,27,70,SOUTHWEST,3900,NA,NA,NA,1428800,NA,28800,NA,NA,164300,NA,NA,NA,NA,3500,NA,NA,1228300,2700,12700,2900,NA,NA,149300
1980,27,80,SOUTH CENTRAL,3000,NA,NA,NA,1607800,NA,NA,NA,NA,100300,NA,NA,4200,NA,1700,NA,NA,1365100,1900,9600,32600,NA,NA,77400
1980,27,90,SOUTHEAST,6300,NA,NA,NA,1088200,NA,100,NA,NA,216900,NA,NA,NA,NA,2800,NA,NA,426500,NA,9300,31800,NA,NA,48600
1980,27,98,"OTHER DISTRICTS, ALL COUNTIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13300,NA,NA,NA,NA,NA,3600,NA,NA,NA,NA,NA
1980,28,10,UPPER DELTA,NA,NA,NA,NA,2000,303000,NA,NA,NA,NA,NA,NA,NA,124200,NA,NA,2500,800000,NA,NA,NA,NA,NA,123300
1980,28,20,NORTH CENTRAL,NA,NA,NA,NA,18800,140200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21000,458200,NA,NA,NA,NA,NA,58300
1980,28,30,NORTHEAST,NA,NA,NA,NA,29500,29000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14000,372000,NA,NA,NA,NA,NA,15500
1980,28,40,LOWER DELTA,NA,NA,NA,NA,3000,484600,NA,NA,NA,NA,NA,NA,NA,116400,NA,NA,3000,950000,NA,NA,NA,NA,NA,73100
1980,28,50,CENTRAL,NA,NA,NA,NA,23500,145360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000,357000,NA,NA,NA,NA,NA,17000
1980,28,60,EAST CENTRAL,NA,NA,NA,NA,18000,15675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7500,495000,NA,NA,NA,NA,NA,24400
1980,28,70,SOUTHWEST,NA,NA,NA,NA,17800,31060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4500,285000,NA,NA,NA,NA,NA,19400
1980,28,80,SOUTH CENTRAL,NA,NA,NA,NA,24800,435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5500,123000,NA,NA,NA,NA,NA,24300
1980,28,90,SOUTHEAST AND COASTAL,NA,NA,NA,NA,32600,670,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7000,159800,NA,NA,NA,NA,NA,19700
1980,28,98,"OTHER DISTRICTS, ALL COUNTIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1980,29,10,NORTHWEST,NA,NA,NA,NA,683000,NA,NA,NA,NA,25000,NA,NA,NA,NA,NA,NA,62000,1150000,NA,NA,NA,NA,NA,228000
1980,29,20,NORTH CENTRAL,NA,NA,NA,NA,383000,NA,NA,NA,NA,15500,NA,NA,NA,NA,NA,NA,44000,950000,NA,NA,NA,NA,NA,229000
1980,29,30,NORTHEAST,NA,NA,NA,NA,419000,NA,NA,NA,NA,12000,NA,NA,NA,NA,NA,NA,75000,876000,NA,NA,NA,NA,NA,270000
1980,29,40,WEST,NA,NA,NA,NA,275000,NA,NA,NA,NA,7000,NA,NA,NA,NA,NA,NA,188000,480000,NA,NA,NA,NA,NA,268000
1980,29,50,CENTRAL,NA,NA,NA,NA,330000,NA,NA,NA,NA,13000,NA,NA,NA,NA,NA,NA,108000,467000,NA,NA,NA,NA,NA,258000
1980,29,60,EAST,NA,NA,NA,NA,264000,NA,NA,NA,NA,6000,NA,NA,NA,NA,NA,NA,26000,294000,NA,NA,NA,NA,NA,227000
1980,29,70,SOUTHWEST,NA,NA,NA,NA,31000,NA,NA,NA,NA,13000,NA,NA,NA,NA,NA,NA,65000,194000,NA,NA,NA,NA,NA,197000
1980,29,80,SOUTH CENTRAL,NA,NA,NA,NA,28000,NA,NA,NA,NA,7000,NA,NA,NA,2200,NA,NA,30000,49000,NA,NA,NA,NA,NA,21000
1980,29,90,SOUTHEAST,NA,NA,NA,NA,187000,245000,NA,NA,NA,1500,NA,NA,NA,53050,NA,NA,322000,1240000,NA,NA,NA,NA,NA,502000
1980,30,10,NORTHWEST,58000,NA,NA,NA,2500,NA,NA,NA,NA,10500,NA,NA,3750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42700
