year,state_fips_code,asd_code,asd_desc,BARLEY,BEANS,CANOLA,CHICKPEAS,CORN,COTTON,FLAXSEED,LENTILS,MUSTARD,OATS,PEANUTS,PEAS,POTATOES,RICE,RYE,SAFFLOWER,SORGHUM,SOYBEANS,SUGARBEETS,SUNFLOWER,SWEET CORN,SWEET POTATOES,TOMATOES,WHEAT
1989,38,30,NORTHEAST,750000,230000,NA,NA,41000,NA,39000,NA,NA,50000,NA,NA,NA,NA,1300,NA,NA,60000,NA,200000,NA,NA,NA,2089500
1989,38,40,WEST CENTRAL,110000,20000,NA,NA,55000,NA,11500,NA,NA,180000,NA,NA,NA,NA,2100,NA,NA,NA,NA,74500,NA,NA,NA,800800
1989,38,50,CENTRAL,200000,30000,NA,NA,77000,NA,29000,NA,NA,135000,NA,NA,NA,NA,5000,NA,NA,9500,NA,343000,NA,NA,NA,1122000
1989,38,60,EAST CENTRAL,580000,160000,NA,NA,125000,NA,9000,NA,NA,40000,NA,NA,NA,NA,2000,NA,NA,310000,NA,172000,NA,NA,NA,1201000
1989,38,70,SOUTHWEST,135000,8000,NA,NA,38000,NA,1500,NA,NA,145000,NA,NA,NA,NA,1600,NA,NA,NA,NA,25800,NA,NA,NA,874500
1989,38,80,SOUTH CENTRAL,125000,4000,NA,NA,117000,NA,10500,NA,NA,210000,NA,NA,NA,NA,2000,NA,NA,1500,NA,44700,NA,NA,NA,684200
1989,38,90,SOUTHEAST,270000,40000,NA,NA,385000,NA,15000,NA,NA,140000,NA,NA,NA,NA,17300,NA,NA,255000,NA,193000,NA,NA,NA,1196000
1989,38,98,"OTHER DISTRICTS, ALL COUNTIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,NA,NA,NA,NA,NA,NA
1989,39,10,NORTHWEST,NA,NA,NA,NA,637600,NA,NA,NA,NA,46900,NA,NA,NA,NA,NA,NA,NA,1072800,2000,NA,NA,NA,9100,415500
1989,39,20,NORTH CENTRAL,NA,NA,NA,NA,440800,NA,NA,NA,NA,58300,NA,NA,NA,NA,NA,NA,NA,678900,11600,NA,NA,NA,5850,220300
1989,39,30,NORTHEAST,NA,NA,NA,NA,221700,NA,NA,NA,NA,72000,NA,NA,NA,NA,NA,NA,NA,82700,NA,NA,NA,NA,NA,44500
1989,39,40,WEST CENTRAL,NA,NA,NA,NA,625300,NA,NA,NA,NA,42100,NA,NA,NA,NA,NA,NA,NA,763000,NA,NA,NA,NA,NA,245000
1989,39,50,CENTRAL,NA,NA,NA,NA,651800,NA,NA,NA,NA,32000,NA,NA,NA,NA,NA,NA,NA,869800,NA,NA,NA,NA,NA,203800
1989,39,60,EAST CENTRAL,NA,NA,NA,NA,107100,NA,NA,NA,NA,26300,NA,NA,NA,NA,NA,NA,NA,10900,NA,NA,NA,NA,NA,9200
1989,39,70,SOUTHWEST,NA,NA,NA,NA,343700,NA,NA,NA,NA,6400,NA,NA,NA,NA,NA,NA,NA,368500,NA,NA,NA,NA,NA,72400
1989,39,80,SOUTH CENTRAL,NA,NA,NA,NA,141800,NA,NA,NA,NA,4500,NA,NA,NA,NA,NA,NA,NA,139900,NA,NA,NA,NA,NA,37400
1989,39,90,SOUTHEAST,NA,NA,NA,NA,80200,NA,NA,NA,NA,11500,NA,NA,NA,NA,NA,NA,NA,13500,NA,NA,NA,NA,NA,11900
1989,39,98,"OTHER DISTRICTS, ALL COUNTIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2750,NA
1989,40,10,PANHANDLE,6500,NA,NA,NA,51700,NA,NA,NA,NA,3200,NA,NA,NA,NA,3000,NA,220000,1600,NA,NA,NA,NA,NA,1020000
1989,40,20,WEST CENTRAL,2000,NA,NA,NA,1800,75000,NA,NA,NA,19000,NA,NA,NA,NA,10000,NA,32000,1000,NA,NA,NA,NA,NA,1200000
1989,40,30,SOUTHWEST,1500,NA,NA,NA,2800,274500,NA,NA,NA,22000,NA,NA,NA,NA,15000,NA,40000,2000,NA,NA,NA,NA,NA,1370000
1989,40,40,NORTH CENTRAL,7000,NA,NA,NA,3200,NA,NA,NA,NA,21000,NA,NA,NA,NA,19000,NA,37000,2400,NA,NA,NA,NA,NA,2180000
1989,40,50,CENTRAL,6000,NA,NA,NA,8700,14700,NA,NA,NA,20000,NA,NA,NA,NA,25500,NA,11000,9000,NA,NA,NA,NA,NA,950000
1989,40,60,SOUTH CENTRAL,NA,NA,NA,NA,8500,5500,NA,NA,NA,21000,NA,NA,NA,NA,21500,NA,8500,10000,NA,NA,NA,NA,NA,210000
1989,40,70,NORTHEAST,1000,NA,NA,NA,4700,NA,NA,NA,NA,16000,NA,NA,NA,NA,1500,NA,41000,150000,NA,NA,NA,NA,NA,260000
1989,40,80,EAST CENTRAL,NA,NA,NA,NA,8600,300,NA,NA,NA,7100,NA,NA,NA,NA,3500,NA,7000,70000,NA,NA,NA,NA,NA,75000
1989,40,90,SOUTHEAST,NA,NA,NA,NA,5000,NA,NA,NA,NA,700,NA,NA,NA,NA,1000,NA,3500,54000,NA,NA,NA,NA,NA,35000
1989,40,98,"OTHER DISTRICTS, ALL COUNTIES",1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989,41,10,NORTHWEST,8900,NA,NA,NA,20200,NA,NA,NA,NA,57600,NA,NA,1800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148300
1989,41,20,NORTH CENTRAL,45300,NA,NA,NA,4700,NA,NA,NA,NA,1600,NA,NA,14000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404400
1989,41,30,NORTHEAST,68000,NA,NA,NA,7000,NA,NA,NA,NA,6600,NA,30400,15730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,329000
1989,41,70,SOUTHWEST,3500,NA,NA,NA,1400,NA,NA,NA,NA,1600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4800
1989,41,80,SOUTHEAST,74300,NA,NA,NA,16700,NA,NA,NA,NA,37600,NA,NA,18850,NA,NA,NA,NA,NA,15900,NA,NA,NA,NA,63500
1989,41,98,"OTHER DISTRICTS, ALL COUNTIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5100,620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989,42,10,NORTHWESTERN,1300,NA,NA,NA,81800,NA,NA,NA,NA,33900,NA,NA,4260,NA,NA,NA,NA,15500,NA,NA,NA,NA,NA,6500
1989,42,20,NORTH CENTRAL,1400,NA,NA,NA,100800,NA,NA,NA,NA,25200,NA,NA,1950,NA,NA,NA,NA,8300,NA,NA,NA,NA,NA,3900
1989,42,30,NORTHEASTERN,100,NA,NA,NA,25100,NA,NA,NA,NA,3000,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900
1989,42,40,WEST CENTRAL,4900,NA,NA,NA,112200,NA,NA,NA,NA,42500,NA,NA,890,NA,NA,NA,NA,8300,NA,NA,NA,NA,NA,14200
1989,42,50,CENTRAL,12300,NA,NA,NA,278500,NA,NA,NA,NA,66900,NA,NA,4120,NA,NA,NA,NA,64900,NA,NA,NA,NA,NA,45800
1989,42,60,EAST CENTRAL,5100,NA,NA,NA,95100,NA,NA,NA,NA,25900,NA,NA,4050,NA,NA,NA,NA,26800,NA,NA,NA,NA,NA,26100
1989,42,70,SOUTHWESTERN,4400,NA,NA,NA,77800,NA,NA,NA,NA,31100,NA,NA,1000,NA,NA,NA,NA,4300,NA,NA,NA,NA,NA,6900
1989,42,80,SOUTH CENTRAL,31800,NA,NA,NA,264200,NA,NA,NA,NA,31000,NA,NA,2330,NA,NA,NA,NA,62900,NA,NA,NA,NA,NA,61700
1989,42,90,SOUTHEASTERN,28700,NA,NA,NA,344500,NA,NA,NA,NA,20500,NA,NA,2310,NA,NA,NA,NA,119000,NA,NA,NA,NA,NA,54000
1989,45,10,NORTHWEST,6800,NA,NA,NA,10100,925,NA,NA,NA,16000,NA,NA,NA,NA,2300,NA,9900,18500,NA,NA,NA,NA,NA,26200
1989,45,20,NORTH CENTRAL,700,NA,NA,NA,9400,3650,NA,NA,NA,4600,NA,NA,NA,NA,2400,NA,3700,14300,NA,NA,NA,NA,NA,13400
1989,45,30,EASTERN,700,NA,NA,NA,124500,44370,NA,NA,NA,14200,NA,NA,NA,NA,23500,NA,2100,414000,NA,NA,NA,NA,NA,173700
1989,45,40,WEST CENTRAL,2200,NA,NA,NA,12400,2745,NA,NA,NA,12300,NA,NA,NA,NA,13200,NA,6700,42600,NA,NA,NA,NA,NA,34400
1989,45,50,CENTRAL,1100,NA,NA,NA,130800,62370,NA,NA,NA,14700,NA,NA,NA,NA,17000,NA,6200,307300,NA,NA,NA,NA,NA,138500
1989,45,80,SOUTHERN,500,NA,NA,NA,102800,5940,NA,NA,NA,8200,NA,NA,NA,NA,21600,NA,1400,183300,NA,NA,NA,NA,NA,73800
1989,46,10,NORTHWEST,55000,NA,NA,NA,56000,NA,1700,NA,NA,111000,NA,NA,NA,NA,1000,NA,22000,1000,NA,7500,NA,NA,NA,340000
1989,46,20,NORTH CENTRAL,232000,NA,NA,NA,416000,NA,5700,NA,NA,237000,NA,NA,NA,NA,43500,NA,26500,150000,NA,95800,NA,NA,NA,1136000
1989,46,30,NORTHEAST,150000,NA,NA,NA,484000,NA,5400,NA,NA,212000,NA,NA,NA,NA,40300,NA,9900,322000,NA,26400,NA,NA,NA,640000
1989,46,40,WEST CENTRAL,22000,NA,NA,NA,13000,NA,NA,NA,NA,65000,NA,NA,NA,NA,200,NA,59400,NA,NA,1200,NA,NA,NA,435000
1989,46,50,CENTRAL,88000,NA,NA,NA,431000,NA,NA,NA,NA,214000,NA,NA,NA,NA,5600,NA,94100,83000,NA,85100,NA,NA,NA,692000
1989,46,60,EAST CENTRAL,68000,NA,NA,NA,944000,NA,1100,NA,NA,263000,NA,NA,NA,NA,5000,NA,24200,608000,NA,11600,NA,NA,NA,188000
1989,46,70,SOUTHWEST,7000,NA,NA,NA,12000,NA,NA,NA,NA,16000,NA,NA,NA,NA,500,NA,2500,NA,NA,200,NA,NA,NA,120000
1989,46,80,SOUTH CENTRAL,10000,NA,NA,NA,113500,NA,NA,NA,NA,101000,NA,NA,NA,NA,2300,NA,145500,12200,NA,19000,NA,NA,NA,305000
1989,46,90,SOUTHEAST,18000,NA,NA,NA,930500,NA,NA,NA,NA,231000,NA,NA,NA,NA,1600,NA,75900,723000,NA,6200,NA,NA,NA,74000
1989,46,98,"OTHER DISTRICTS, ALL COUNTIES",NA,NA,NA,NA,NA,NA,1100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,800,NA,7000,NA,NA,NA,NA
1989,47,10,DELTA,NA,NA,NA,NA,98000,131300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14500,565000,NA,NA,NA,NA,NA,179000
1989,47,20,WEST TENNESSEE,NA,NA,NA,NA,246000,326700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13100,465000,NA,NA,NA,NA,NA,136000
1989,47,30,WESTERN RIM,NA,NA,NA,NA,75000,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1450,85000,NA,NA,NA,NA,NA,57000
1989,47,40,CENTRAL BASIN,NA,NA,NA,NA,85000,4830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2250,100000,NA,NA,NA,NA,NA,79000
1989,47,50,CUMBERLAND PLATEAU,NA,NA,NA,NA,72000,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1050,65000,NA,NA,NA,NA,NA,45000
1989,47,60,EAST TENNESSEE,NA,NA,NA,NA,74000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2650,20000,NA,NA,NA,NA,NA,44000
1989,48,11,NORTHERN HIGH PLAINS,10800,NA,NA,NA,546000,528000,NA,NA,NA,29000,NA,NA,NA,NA,NA,NA,950000,150000,36500,33300,NA,NA,NA,2306000
1989,48,12,SOUTHERN HIGH PLAINS,NA,NA,NA,NA,80000,2241300,NA,NA,NA,12000,NA,NA,NA,NA,NA,NA,360000,36000,NA,16000,NA,NA,NA,400000
1989,48,21,NORTHERN LOW PLAINS,1800,NA,NA,NA,1000,440000,NA,NA,NA,22000,NA,NA,NA,NA,NA,NA,35000,2000,NA,NA,NA,NA,NA,797000
1989,48,22,SOUTHERN LOW PLAINS,4000,NA,NA,NA,1000,505000,NA,NA,NA,93000,NA,NA,NA,NA,NA,NA,120000,NA,NA,NA,NA,NA,NA,873000
1989,48,30,CROSS TIMBERS,2300,NA,NA,NA,9000,20000,NA,NA,NA,99000,NA,NA,NA,NA,NA,NA,22000,NA,NA,NA,NA,NA,NA,624000
1989,48,40,BLACKLANDS,1400,NA,NA,NA,256000,167000,NA,NA,NA,388000,NA,NA,NA,NA,NA,NA,510000,54000,NA,NA,NA,NA,NA,1092000
1989,48,51,EAST TEXAS NORTH,NA,NA,NA,NA,21000,10000,NA,NA,NA,24000,NA,NA,NA,3000,NA,NA,30000,45000,NA,NA,NA,NA,NA,128000
1989,48,52,EAST TEXAS SOUTH,NA,NA,NA,NA,24000,27000,NA,NA,NA,27000,NA,NA,NA,9000,NA,NA,9000,7500,NA,NA,NA,NA,NA,13000
1989,48,60,TRANS-PECOS,1200,NA,NA,NA,1000,82000,NA,NA,NA,5000,NA,NA,NA,NA,NA,NA,3000,NA,NA,NA,NA,NA,NA,3000
1989,48,70,EDWARDS PLATEAU,1900,NA,NA,NA,24000,137100,NA,NA,NA,134000,NA,NA,NA,NA,NA,NA,82000,2000,NA,NA,NA,NA,NA,239000
1989,48,81,SOUTH CENTRAL,NA,NA,NA,NA,195000,34500,NA,NA,NA,198000,NA,NA,NA,45000,NA,NA,245000,6000,NA,NA,NA,NA,NA,119000
1989,48,82,COASTAL BEND,NA,NA,NA,NA,63000,171000,NA,NA,NA,1000,NA,NA,NA,NA,NA,NA,405000,NA,NA,NA,NA,NA,NA,8000
1989,48,90,UPPER COAST,NA,NA,NA,NA,194000,70000,NA,NA,NA,12000,NA,NA,NA,283000,NA,NA,330000,192000,NA,NA,NA,NA,NA,10000
1989,48,96,SOUTH TEXAS,NA,NA,NA,NA,86000,33000,NA,NA,NA,56000,NA,NA,NA,NA,NA,NA,149000,NA,NA,1400,NA,NA,NA,87000
1989,48,97,LOWER VALLEY,NA,NA,NA,NA,149000,265000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250000,5000,NA,6400,NA,NA,NA,1000
1989,48,98,"OTHER DISTRICTS, ALL COUNTIES",1600,NA,NA,NA,NA,1100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,100,2900,NA,NA,NA,NA
1989,49,10,NORTHERN,66000,NA,NA,NA,31000,NA,NA,NA,NA,7000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112000
1989,49,50,CENTRAL,49000,NA,NA,NA,24000,NA,NA,NA,NA,8500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44000
1989,49,60,EASTERN,8000,NA,NA,NA,7000,NA,NA,NA,NA,10000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31000
1989,49,70,SOUTHERN,11000,NA,NA,NA,3000,NA,NA,NA,NA,10500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3000
1989,51,20,NORTHERN,17700,NA,NA,NA,116300,NA,NA,NA,NA,5000,NA,NA,NA,NA,NA,NA,NA,19900,NA,NA,NA,NA,NA,34800
1989,51,40,WESTERN,3400,NA,NA,NA,35400,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA,NA,1600,NA,NA,NA,NA,NA,6100
1989,51,50,CENTRAL,20100,NA,NA,NA,71600,NA,NA,NA,NA,4500,NA,NA,NA,NA,NA,NA,NA,62000,NA,NA,NA,NA,NA,38800
1989,51,60,EASTERN,44100,NA,NA,NA,94600,NA,NA,NA,NA,3000,NA,NA,NA,NA,NA,NA,NA,246800,NA,NA,NA,NA,NA,104000
1989,51,70,SOUTHWESTERN,1000,NA,NA,NA,42500,NA,NA,NA,NA,3000,NA,NA,NA,NA,NA,NA,NA,600,NA,NA,NA,NA,NA,2500
1989,51,80,SOUTHERN,3500,NA,NA,NA,35100,NA,NA,NA,NA,5000,NA,NA,NA,NA,NA,NA,NA,26700,NA,NA,NA,NA,NA,34200
1989,51,90,SOUTHEASTERN,5200,NA,NA,NA,114500,NA,NA,NA,NA,4500,NA,NA,NA,NA,NA,NA,NA,192400,NA,NA,NA,NA,NA,79600
1989,53,10,WESTERN,5500,NA,NA,NA,27000,NA,NA,NA,NA,31000,NA,NA,6000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8000
1989,53,20,CENTRAL,24500,NA,NA,NA,44500,NA,NA,NA,NA,8000,NA,NA,24400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,303000
1989,53,30,NORTHEAST,64000,NA,NA,NA,500,NA,NA,NA,NA,27000,NA,NA,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185000
1989,53,50,EAST CENTRAL,164000,71300,NA,NA,50000,NA,NA,NA,NA,11000,NA,NA,80000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1641000
1989,53,90,SOUTHEAST,242000,NA,NA,NA,8000,NA,NA,NA,NA,8000,NA,18400,7000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,963000
1989,53,98,"OTHER DISTRICTS, ALL COUNTIES",NA,9200,NA,NA,NA,NA,NA,NA,NA,NA,NA,37700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989,54,20,NORTHWEST,NA,NA,NA,NA,14300,NA,NA,NA,NA,3200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1200
1989,54,40,SOUTHWEST,NA,NA,NA,NA,15200,NA,NA,NA,NA,1100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2400
1989,54,60,EASTERN,NA,NA,NA,NA,55500,NA,NA,NA,NA,5700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12400
1989,55,10,NORTHWEST,12300,NA,NA,NA,238000,NA,NA,NA,NA,81000,NA,NA,1600,NA,NA,NA,NA,16800,NA,NA,1400,NA,NA,3500
1989,55,20,NORTH CENTRAL,18300,NA,NA,NA,210000,NA,NA,NA,NA,108000,NA,NA,3050,NA,NA,NA,NA,2500,NA,NA,100,NA,NA,3000
1989,55,30,NORTHEAST,5000,NA,NA,NA,154000,NA,NA,NA,NA,60400,NA,NA,13900,NA,NA,NA,NA,2400,NA,NA,6500,NA,NA,5460
1989,55,40,WEST CENTRAL,10300,NA,NA,NA,542000,NA,NA,NA,NA,169000,NA,NA,NA,NA,NA,NA,NA,85400,NA,NA,4100,NA,NA,5120
1989,55,50,CENTRAL,3200,NA,NA,NA,330000,NA,NA,NA,NA,61500,NA,NA,44500,NA,NA,NA,NA,33100,NA,NA,35000,NA,NA,10380
1989,55,60,EAST CENTRAL,12200,NA,NA,NA,511000,NA,NA,NA,NA,192000,NA,32000,NA,NA,NA,NA,NA,36800,NA,NA,45300,NA,NA,73320
1989,55,70,SOUTHWEST,11600,NA,NA,NA,555000,NA,NA,NA,NA,127000,NA,NA,NA,NA,NA,NA,NA,28900,NA,NA,3000,NA,NA,4040
1989,55,80,SOUTH CENTRAL,5100,NA,NA,NA,774000,NA,NA,NA,NA,101000,NA,23600,1550,NA,NA,NA,NA,119000,NA,NA,50800,NA,NA,58620
1989,55,90,SOUTHEAST,2000,NA,NA,NA,286000,NA,NA,NA,NA,40100,NA,NA,2200,NA,NA,NA,NA,95100,NA,NA,16200,NA,NA,48560
1989,55,98,"OTHER DISTRICTS, ALL COUNTIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33400,1700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989,56,10,NORTHWEST,68500,23000,NA,NA,26500,NA,NA,NA,NA,16000,NA,NA,NA,NA,NA,NA,NA,NA,43350,NA,NA,NA,NA,3900
1989,56,20,NORTHEAST,5900,NA,NA,NA,2200,NA,NA,NA,NA,25000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51800
1989,56,30,WEST,21800,NA,NA,NA,NA,NA,NA,NA,NA,2300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400
1989,56,40,SOUTH CENTRAL,1300,NA,NA,NA,1500,NA,NA,NA,NA,4200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4100
1989,56,50,SOUTHEAST,12500,23000,NA,NA,59800,NA,NA,NA,NA,19500,NA,NA,NA,NA,NA,NA,NA,NA,18450,NA,NA,NA,NA,174800
1990,01,10,NORTHERN VALLEY,NA,NA,NA,NA,49300,198110,NA,NA,NA,1000,NA,NA,NA,NA,NA,NA,6000,107600,NA,NA,NA,200,NA,60600
1990,01,20,MOUNTAINS & EASTERN VALLEY,NA,NA,NA,NA,59500,22435,NA,NA,NA,1000,NA,NA,7000,NA,NA,NA,4000,118200,NA,NA,NA,2300,NA,36700
1990,01,30,UPPER PLAINS & PIEDMONT,NA,NA,NA,NA,17800,26810,NA,NA,NA,2300,NA,NA,NA,NA,NA,NA,2100,34400,NA,NA,NA,500,NA,21600
1990,01,40,BLACK BELT,NA,NA,NA,NA,23400,61620,NA,NA,NA,5700,NA,NA,NA,NA,NA,NA,6800,81600,NA,NA,NA,200,NA,56100
1990,01,50,COASTAL PLAINS & GULF COAST,NA,NA,NA,NA,59700,38665,NA,NA,NA,16800,NA,NA,5800,NA,NA,NA,1100,89700,NA,NA,NA,1500,NA,53400
1990,01,60,WIREGRASS,NA,NA,NA,NA,80300,32360,NA,NA,NA,18200,NA,NA,NA,NA,NA,NA,10000,38500,NA,NA,NA,NA,NA,51600
1990,01,98,"OTHER DISTRICTS, ALL COUNTIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,300,NA,NA
1990,04,20,NORTHERN,800,NA,NA,NA,700,5800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2600
1990,04,50,CENTRAL,13700,NA,NA,NA,4900,350400,NA,NA,NA,NA,NA,NA,6500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42800
1990,04,70,SOUTHWESTERN,1400,NA,NA,NA,600,59700,NA,NA,NA,NA,NA,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49000
1990,04,90,SOUTHEASTERN,1100,NA,NA,NA,8800,59100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5600
1990,05,10,NORTHWEST,NA,NA,NA,NA,2000,NA,NA,NA,NA,800,NA,NA,NA,NA,NA,NA,1000,2000,NA,NA,NA,NA,NA,3300
1990,05,20,NORTH CENTRAL,NA,NA,NA,NA,500,NA,NA,NA,NA,600,NA,NA,NA,NA,NA,NA,800,1500,NA,NA,NA,NA,NA,2700
1990,05,30,NORTHEAST,NA,NA,NA,NA,30500,285900,NA,NA,NA,10900,NA,NA,NA,480200,NA,NA,165400,1094000,NA,NA,NA,NA,NA,441000
1990,05,40,WEST CENTRAL,NA,NA,NA,NA,1000,NA,NA,NA,NA,1000,NA,NA,NA,3500,NA,NA,3400,62800,NA,NA,NA,NA,NA,38500
1990,05,50,CENTRAL,NA,NA,NA,NA,1500,1500,NA,NA,NA,1500,NA,NA,NA,12000,NA,NA,2800,90600,NA,NA,NA,NA,NA,52500
1990,05,60,EAST CENTRAL,NA,NA,NA,NA,25500,213100,NA,NA,NA,27300,NA,NA,NA,525400,NA,NA,75900,1618000,NA,NA,NA,NA,NA,714000
1990,05,70,SOUTHWEST,NA,NA,NA,NA,6000,14700,NA,NA,NA,2000,NA,NA,NA,19500,NA,NA,11500,68600,NA,NA,NA,NA,NA,78500
1990,05,80,SOUTH CENTRAL,NA,NA,NA,NA,2000,400,NA,NA,NA,500,NA,NA,NA,2000,NA,NA,1000,17500,NA,NA,NA,NA,NA,7000
1990,05,90,SOUTHEAST,NA,NA,NA,NA,11000,254400,NA,NA,NA,10400,NA,NA,NA,197400,NA,NA,38200,445000,NA,NA,NA,NA,NA,162500
1990,06,10,NORTHERN COAST,NA,400,NA,NA,NA,NA,NA,NA,NA,2500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,06,20,SISKIYOU-SHASTA,30800,400,NA,NA,400,NA,NA,NA,NA,10400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15500
1990,06,30,NORTHEAST,20500,NA,NA,NA,NA,NA,NA,NA,NA,14600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6500
1990,06,40,CENTRAL COAST,85700,10600,NA,NA,5900,NA,NA,NA,NA,118800,NA,NA,NA,NA,NA,NA,NA,NA,4200,NA,NA,NA,14100,25800
1990,06,50,SACRAMENTO VALLEY,34700,118000,NA,NA,103900,NA,NA,NA,NA,41700,NA,NA,NA,369800,NA,NA,NA,NA,47300,NA,NA,NA,121950,275000
1990,06,51,SAN JOAQUIN VALLEY,106800,206600,NA,NA,259000,1094700,NA,NA,NA,165600,NA,NA,NA,18200,NA,NA,NA,NA,81600,NA,NA,NA,166670,261400
1990,06,60,SIERRA MOUNTAINS,NA,600,NA,NA,1000,NA,NA,NA,NA,9100,NA,NA,NA,11500,NA,NA,NA,NA,NA,NA,NA,NA,NA,2300
1990,06,80,SOUTHERN CALIFORNIA,21200,13400,NA,NA,3600,30400,NA,NA,NA,17300,NA,NA,NA,NA,NA,NA,NA,NA,37000,NA,NA,NA,14770,93500
1990,06,98,"OTHER DISTRICTS, ALL COUNTIES",300,NA,NA,NA,1200,600,NA,NA,NA,NA,NA,NA,NA,500,NA,NA,NA,NA,2900,NA,NA,NA,2510,NA
1990,08,10,NORTHWEST AND MOUNTAIN,3200,NA,NA,NA,NA,NA,NA,NA,NA,5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34900
1990,08,20,NORTHEAST,41500,92000,NA,NA,430000,NA,NA,NA,NA,22000,NA,NA,6100,NA,NA,NA,7400,NA,39730,NA,NA,NA,NA,519000
1990,08,60,EAST CENTRAL,13500,81500,NA,NA,407000,NA,NA,NA,NA,30500,NA,NA,NA,NA,NA,NA,104000,NA,1070,NA,NA,NA,NA,1761200
1990,08,70,SOUTHWEST,3200,61000,NA,NA,43000,NA,NA,NA,NA,10500,NA,NA,NA,NA,NA,NA,600,NA,NA,NA,NA,NA,NA,37300
1990,08,80,SAN LUIS VALLEY,84000,NA,NA,NA,NA,NA,NA,NA,NA,17000,NA,NA,65500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29000
1990,08,90,SOUTHEAST,9600,10500,NA,NA,70000,NA,NA,NA,NA,5000,NA,NA,NA,NA,NA,NA,158000,NA,NA,NA,NA,NA,NA,360600
1990,08,98,"OTHER DISTRICTS, ALL COUNTIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,10,20,NORTHERN,2600,NA,NA,NA,47000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16000,NA,NA,NA,NA,NA,10000
1990,10,50,CENTRAL,13900,NA,NA,NA,51000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42000,NA,NA,NA,NA,NA,23000
